Simulation,Category,Object,Parameter,Data File
REAL_TIME,Generator,1_HYDRO-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-8,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-8,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-8,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-9,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-9,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-9,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-9,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-10,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-10,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-10,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-10,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-11,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-11,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-11,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-11,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-12,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,1_HYDRO-12,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,1_HYDRO-12,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,1_HYDRO-12,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-8,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-8,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-8,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-9,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-9,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-9,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-9,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-10,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-10,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-10,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-10,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-11,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-11,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-11,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-11,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-12,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,10_HYDRO-12,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,10_HYDRO-12,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,10_HYDRO-12,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-8,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-8,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-8,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-9,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-9,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-9,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-9,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-10,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-10,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-10,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-10,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-11,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-11,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-11,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-11,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-12,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,13_HYDRO-12,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,13_HYDRO-12,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,13_HYDRO-12,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-8,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-8,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-8,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-9,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-9,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-9,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-9,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-10,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-10,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-10,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-10,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-11,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-11,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-11,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-11,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-12,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,14_HYDRO-12,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,14_HYDRO-12,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,14_HYDRO-12,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-8,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-8,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-8,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-9,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-9,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-9,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-9,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-10,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-10,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-10,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-10,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-11,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-11,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-11,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-11,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-12,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,15_HYDRO-12,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,15_HYDRO-12,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,15_HYDRO-12,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-8,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-8,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-8,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-9,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-9,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-9,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-9,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-10,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-10,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-10,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-10,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-11,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-11,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-11,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-11,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-12,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,16_HYDRO-12,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,16_HYDRO-12,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,16_HYDRO-12,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_HYDRO,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_HYDRO,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-2,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-2,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_HYDRO-2,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_HYDRO-2,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-3,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-3,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_HYDRO-3,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_HYDRO-3,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-4,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-4,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_HYDRO-4,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_HYDRO-4,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-5,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-5,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_HYDRO-5,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_HYDRO-5,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-6,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-6,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_HYDRO-6,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_HYDRO-6,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-7,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-7,PMax MW,DAY_AHEAD_renewables.csv
REAL_TIME,Generator,17_HYDRO-7,PMin MW,REAL_TIME_renewables.csv
REAL_TIME,Generator,17_HYDRO-7,PMax MW,REAL_TIME_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-8,PMin MW,DAY_AHEAD_renewables.csv
DAY_AHEAD,Generator,17_HYDRO-8,PMax MW,DAY_AHEAD_renewables.csv
