Year,Month,Day,Period,1,2,3
2020,5,15,11,14480.2695,13158.9226188059,9343.030045533016
2020,5,15,12,16819.884400000003,14496.771284015793,11171.627601928158
2020,5,15,13,19197.1865,15808.813398251168,12932.76036726974
2020,5,15,14,21487.5837,17062.447607467224,14534.855793918414
2020,5,15,15,23141.7982,17992.234655206088,15923.312824832175
2020,5,15,16,23805.3991,18634.68445018099,17272.527901540398
2020,5,15,17,23718.8342,18761.382032551544,18475.87044877076
2020,5,15,18,23225.5532,18600.76754202197,20097.2577577896
2020,5,15,19,22305.8851,18080.8181734394,21836.17717394149
2020,5,15,20,21079.430300000004,17490.56813842669,22410.56147193311
2020,5,15,21,19403.3328,16725.830717071196,22346.03603182617
2020,5,15,22,17432.659500000005,15592.02886898418,20888.05522555337
2020,5,15,23,15377.776500000002,14098.618600174312,18036.16908822616
2020,5,15,24,14621.297300000002,13424.971205591954,15352.280428148166
2020,5,16,1,13381.9199,12471.170120701752,13096.77523713315
2020,5,16,2,12275.2203,11181.27215229023,11088.728904285395
2020,5,16,3,11499.0425,10121.772144885448,8898.504241944733
2020,5,16,4,11100.4616,9647.185283493176,7450.254224559908
